2024-08-14 | 15:05:43.564 | DEBUG | passlib.utils.compat:__getattr__:449 | Thread 11848 | loaded lazy attr 'SafeConfigParser': <class 'configparser.ConfigParser'>
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.394 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:31:24.394 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:34:01.849 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:34:01.850 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:34:03.898 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:34:03.900 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:34:03.901 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:34:03.903 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.055 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.101 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF7FE50>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.101 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBF920> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.132 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF7E210>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.132 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.133 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.133 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.133 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.133 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.255 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:34:04 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.257 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.257 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.258 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.258 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.259 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.259 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.260 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.260 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:34:04.261 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:34:41.385 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:34:41.385 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.439 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.440 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.441 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.442 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.595 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.624 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEED8210>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.625 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEF98290> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.655 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF1D4D0>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.655 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.656 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.656 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.656 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.656 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.778 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:34:44 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.780 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.781 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.782 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.782 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.783 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.784 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.784 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.784 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:34:43.785 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:34:55.316 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:34:55.316 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.372 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.373 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.374 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.375 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.529 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.573 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF8F7D0>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.574 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEDBFDA0> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.610 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF6D590>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.610 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.611 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.611 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.611 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.611 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.746 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:34:58 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.747 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.748 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.749 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.749 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.750 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.750 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.751 | SUCCESS | root:success:13 | Thread 13836 | Данные успешно получены
IP: 127.0.0.1 | 2024-09-07 | 16:34:57.751 | SUCCESS | root:success:13 | Thread 13836 | Кредитная карта пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f получена успешно
IP: 127.0.0.1 | 2024-09-07 | 16:37:24.606 | INFO | root:get_cards:32 | Thread 13836 | Попытка получения кредитной карты пользователя с UUID: ba05def6-a95e-4af5-8482-27a51321eb4f
IP: 127.0.0.1 | 2024-09-07 | 16:37:24.606 | DEBUG | aioredis:create_connection:110 | Thread 13836 | Creating tcp connection to ('localhost', 6379)
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.661 | INFO | root:get_uzcard_id:103 | Thread 13836 | Redis успешно закрыт
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.662 | DEBUG | aioredis:_do_close:158 | Thread 13836 | Closed 1 connection(s)
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.662 | DEBUG | httpx:load_ssl_context:80 | Thread 13836 | load_ssl_context verify=True cert=None trust_env=True http2=False
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.663 | DEBUG | httpx:load_ssl_context_verify:146 | Thread 13836 | load_verify_locations cafile='C:\\Users\\user\\Desktop\\weel_users\\venv\\Lib\\site-packages\\certifi\\cacert.pem'
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.827 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.started host='api.upay.uz' port=443 local_address=None timeout=5.0 socket_options=None
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.860 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | connect_tcp.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF5F310>
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.860 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.started ssl_context=<ssl.SSLContext object at 0x00000208DEF98320> server_hostname='api.upay.uz' timeout=5.0
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.891 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | start_tls.complete return_value=<httpcore._backends.anyio.AnyIOStream object at 0x00000208DEF8F950>
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.892 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.892 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_headers.complete
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.892 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.892 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | send_request_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:37:26.892 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.017 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_headers.complete return_value=(b'HTTP/1.1', 200, b'OK', [(b'Server', b'nginx'), (b'Date', b'Sat, 07 Sep 2024 11:37:27 GMT'), (b'Content-Type', b'text/xml; charset=utf-8'), (b'Transfer-Encoding', b'chunked'), (b'Connection', b'keep-alive'), (b'Vary', b'Accept-Encoding'), (b'User-Remote-Ip-Address', b'84.54.122.176'), (b'X-XSS-Protection', b'1; mode=block'), (b'X-Content-Type-Options', b'nosniff'), (b'Referrer-Policy', b'no-referrer-when-downgrade'), (b'Referrer-Policy', b'strict-origin-when-cross-origin'), (b'Content-Security-Policy', b'frame-ancestors http://*.upay.uz https://*.upay.uz'), (b'Permissions-Policy', b'interest-cohort=()'), (b'Strict-Transport-Security', b'max-age=31536000; includeSubDomains; preload'), (b'X-Frame-Options', b'SAMEORIGIN'), (b'X-Permitted-Cross-Domain-Policies', b'master-only'), (b'Feature-Policy', b"camera 'none'; microphone 'none'; geolocation *"), (b'Expect-CT', b'max-age=86400, enforce, report-uri="https://upay.uz/ct_report"'), (b'Content-Encoding', b'gzip')])
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.019 | INFO | httpx:_send_single_request:1773 | Thread 13836 | HTTP Request: POST https://api.upay.uz/STAPI/STWS?wsdl "HTTP/1.1 200 OK"
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.019 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.started request=<Request [b'POST']>
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.020 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | receive_response_body.complete
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.020 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.started
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.021 | DEBUG | httpcore.http11:atrace:85 | Thread 13836 | response_closed.complete
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.021 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.started
IP: 127.0.0.1 | 2024-09-07 | 16:37:27.023 | DEBUG | httpcore.connection:atrace:85 | Thread 13836 | close.complete
